SMILES,rdkit_SMILES,Molecular Weight,Molecular Formula,IUPAC chemical name,EPISUITE-compatible SMILES,InChI Code,InChI Key
NNCC(C)Cl,CC(Cl)CNN,108.569,C3H9ClN2,(2-chloropropyl)hydrazine,NNCC(C)Cl,"InChI=1S/C3H9ClN2/c1-3(4)2-6-5/h3,6H,2,5H2,1H3",InChIKey=WYZHSILKXMJMSM-UHFFFAOYSA-N
NNC(CCCl),NNCCCCl,108.569,C3H9ClN2,(3-chloropropyl)hydrazine,NNC(CCCl),"InChI=1S/C3H9ClN2/c4-2-1-3-6-5/h6H,1-3,5H2",InChIKey=CKIAIELAFUJEHH-UHFFFAOYSA-N
CN(N)C(C)Cl,CC(Cl)N(C)N,108.569,C3H9ClN2,1-(1-chloroethyl)-1-methylhydrazine,CN(N)C(C)Cl,"InChI=1S/C3H9ClN2/c1-3(4)6(2)5/h3H,5H2,1-2H3",InChIKey=TVUCZXMMFTUQPB-UHFFFAOYSA-N
CNNC(C)Cl,CNNC(C)Cl,108.569,C3H9ClN2,1-(1-chloroethyl)-2-methylhydrazine,CNNC(C)Cl,"InChI=1S/C3H9ClN2/c1-3(4)6-5-2/h3,5-6H,1-2H3",InChIKey=NNWMQCSKPBJFOI-UHFFFAOYSA-N
CN(N)CCCl,CN(N)CCCl,108.569,C3H9ClN2,1-(2-chloroethyl)-1-methylhydrazine,CN(N)CCCl,"InChI=1S/C3H9ClN2/c1-6(5)3-2-4/h2-3,5H2,1H3",InChIKey=ULKYLKFZRKNVBL-UHFFFAOYSA-N
CNNCCCl,CNNCCCl,108.569,C3H9ClN2,1-(2-chloroethyl)-2-methylhydrazine,CNNCCCl,"InChI=1S/C3H9ClN2/c1-5-6-3-2-4/h5-6H,2-3H2,1H3",InChIKey=VATWWPXJGLAOSW-UHFFFAOYSA-N
CN(NC)CCl,CNN(C)CCl,108.569,C3H9ClN2,"1-(chloromethyl)-1,2-dimethylhydrazine",CN(NC)CCl,"InChI=1S/C3H9ClN2/c1-5-6(2)3-4/h5H,3H2,1-2H3",InChIKey=ZAFHDCRWPIHTJY-UHFFFAOYSA-N
ClCN(N)CC,CCN(N)CCl,108.569,C3H9ClN2,1-(chloromethyl)-1-ethylhydrazine,ClCN(N)CC,"InChI=1S/C3H9ClN2/c1-2-6(5)3-4/h2-3,5H2,1H3",InChIKey=IEJACFWGPKPMRJ-UHFFFAOYSA-N
ClCNNCC,CCNNCCl,108.569,C3H9ClN2,1-(chloromethyl)-2-ethylhydrazine,ClCNNCC,"InChI=1S/C3H9ClN2/c1-2-5-6-3-4/h5-6H,2-3H2,1H3",InChIKey=AOKZZJSPPUAOLU-UHFFFAOYSA-N
CN(NCCl)C,CN(C)NCCl,108.569,C3H9ClN2,"2-(chloromethyl)-1,1-dimethylhydrazine",CN(NCCl)C,"InChI=1S/C3H9ClN2/c1-6(2)5-3-4/h5H,3H2,1-2H3",InChIKey=RQWUXOZNOZPOSP-UHFFFAOYSA-N
CSC(Cl)=C,C=C(Cl)SC,108.583,C3H5ClS,(1-chlorovinyl)(methyl)sulfane,CSC(Cl)=C,"InChI=1S/C3H5ClS/c1-3(4)5-2/h1H2,2H3",InChIKey=JFNSUHOAEYNPAT-UHFFFAOYSA-N
CSC=CCl,CSC=CCl,108.583,C3H5ClS,(2-chlorovinyl)(methyl)sulfane,CSC=CCl,"InChI=1S/C3H5ClS/c1-5-3-2-4/h2-3H,1H3",InChIKey=KSAYYBJYYASIJR-UHFFFAOYSA-N
ClCSC=C,C=CSCCl,108.583,C3H5ClS,(chloromethyl)(vinyl)sulfane,ClCSC=C,"InChI=1S/C3H5ClS/c1-2-5-3-4/h2H,1,3H2",InChIKey=UOVYQIFRGJEPCS-UHFFFAOYSA-N
SC1(CC1)Cl,SC1(Cl)CC1,108.583,C3H5ClS,1-chlorocyclopropane-1-thiol,SC1(CC1)Cl,"InChI=1S/C3H5ClS/c4-3(5)1-2-3/h5H,1-2H2",InChIKey=OGCFFCCAPVXCTA-UHFFFAOYSA-N
SC(C=C)Cl,C=CC(S)Cl,108.583,C3H5ClS,1-chloroprop-2-ene-1-thiol,SC(C=C)Cl,"InChI=1S/C3H5ClS/c1-2-3(4)5/h2-3,5H,1H2",InChIKey=XXUDPAGMSANZQR-UHFFFAOYSA-N
ClCC1CS1,ClCC1CS1,108.583,C3H5ClS,2-(chloromethyl)thiirane,ClCC1CS1,"InChI=1S/C3H5ClS/c4-1-3-2-5-3/h3H,1-2H2",InChIKey=XRWMHJJHPQTTLQ-UHFFFAOYSA-N
ClC1(C)CS1,CC1(Cl)CS1,108.583,C3H5ClS,2-chloro-2-methylthiirane,ClC1(C)CS1,"InChI=1S/C3H5ClS/c1-3(4)2-5-3/h2H2,1H3",InChIKey=FTDHOPINUJQRAQ-UHFFFAOYSA-N
ClC1C(C)S1,CC1SC1Cl,108.583,C3H5ClS,2-chloro-3-methylthiirane,ClC1C(C)S1,"InChI=1S/C3H5ClS/c1-2-3(4)5-2/h2-3H,1H3",InChIKey=KHVUYMUYVTVVNE-UHFFFAOYSA-N
SC1CC1Cl,SC1CC1Cl,108.583,C3H5ClS,2-chlorocyclopropane-1-thiol,SC1CC1Cl,"InChI=1S/C3H5ClS/c4-2-1-3(2)5/h2-3,5H,1H2",InChIKey=VHSXRGJPKGSULF-UHFFFAOYSA-N
SCC(Cl)=C,C=C(Cl)CS,108.583,C3H5ClS,2-chloroprop-2-ene-1-thiol,SCC(Cl)=C,"InChI=1S/C3H5ClS/c1-3(4)2-5/h5H,1-2H2",InChIKey=XFPQSVAVAYJASO-UHFFFAOYSA-N
ClC1SCC1,ClC1CCS1,108.583,C3H5ClS,2-chlorothietane,ClC1SCC1,"InChI=1S/C3H5ClS/c4-3-1-2-5-3/h3H,1-2H2",InChIKey=UIAYOXXZYQPKGP-UHFFFAOYSA-N
SCC=CCl,SCC=CCl,108.583,C3H5ClS,3-chloroprop-2-ene-1-thiol,SCC=CCl,"InChI=1S/C3H5ClS/c4-2-1-3-5/h1-2,5H,3H2",InChIKey=RPLQSFIORDJVEL-UHFFFAOYSA-N
ClC1CSC1,ClC1CSC1,108.583,C3H5ClS,3-chlorothietane,ClC1CSC1,"InChI=1S/C3H5ClS/c4-3-1-5-2-3/h3H,1-2H2",InChIKey=XCXWYBUEHDEIQV-UHFFFAOYSA-N
ClC(C1)=C1Cl,ClC1=C(Cl)C1,108.949,C3H2Cl2,"1,2-dichlorocycloprop-1-ene",ClC(C1)=C1Cl,InChI=1S/C3H2Cl2/c4-2-1-3(2)5/h1H2,InChIKey=MIWGFVCCCKZKCS-UHFFFAOYSA-N
ClC1=CC1Cl,ClC1=CC1Cl,108.949,C3H2Cl2,"1,3-dichlorocycloprop-1-ene",ClC1=CC1Cl,InChI=1S/C3H2Cl2/c4-2-1-3(2)5/h1-2H,InChIKey=LMAFJUCOWFFROF-UHFFFAOYSA-N
ClCC#CCl,ClC#CCCl,108.949,C3H2Cl2,"1,3-dichloroprop-1-yne",ClCC#CCl,InChI=1S/C3H2Cl2/c4-2-1-3-5/h2H2,InChIKey=QZNMPRPWDXTEQJ-UHFFFAOYSA-N
ClC1(Cl)C=C1,ClC1(Cl)C=C1,108.949,C3H2Cl2,"3,3-dichlorocycloprop-1-ene",ClC1(Cl)C=C1,InChI=1S/C3H2Cl2/c4-3(5)1-2-3/h1-2H,InChIKey=LRDDINJMWZMACU-UHFFFAOYSA-N
ClC(C#C)Cl,C#CC(Cl)Cl,108.949,C3H2Cl2,"3,3-dichloroprop-1-yne",ClC(C#C)Cl,"InChI=1S/C3H2Cl2/c1-2-3(4)5/h1,3H",InChIKey=ZPKJNYZSDAWAEA-UHFFFAOYSA-N
CCBr,CCBr,108.966,C2H5Br,bromoethane,CCBr,"InChI=1S/C2H5Br/c1-2-3/h2H2,1H3",InChIKey=RDHPKYGYEGBMSE-UHFFFAOYSA-N
CC(N)P(=O)O,CC(N)[PH](=O)O,109.065,C2H8NO2P,(1-aminoethyl)phosphinic acid,CC(N)P(=O)O,"InChI=1S/C2H8NO2P/c1-2(3)6(4)5/h2,6H,3H2,1H3,(H,4,5)",InChIKey=TVKUNRSARHGLNB-UHFFFAOYSA-N
O=P(CCN)O,NCC[PH](=O)O,109.065,C2H8NO2P,(2-aminoethyl)phosphinic acid,O=P(CCN)O,"InChI=1S/C2H8NO2P/c3-1-2-6(4)5/h6H,1-3H2,(H,4,5)",InChIKey=CFAOOHORWCGLMC-UHFFFAOYSA-N
CP(=O)(CN)O,CP(=O)(O)CN,109.065,C2H8NO2P,(aminomethyl)(methyl)phosphinic acid,CP(=O)(CN)O,"InChI=1S/C2H8NO2P/c1-6(4,5)2-3/h2-3H2,1H3,(H,4,5)",InChIKey=QLAUIXHXGPSZQW-UHFFFAOYSA-N
NP(OC)OC,COP(N)OC,109.065,C2H8NO2P,dimethyl phosphoramidite,NP(OC)OC,"InChI=1S/C2H8NO2P/c1-4-6(3)5-2/h3H2,1-2H3",InChIKey=ACEMSBOZYKNMNV-UHFFFAOYSA-N
O=S(CN)(C)=O,CS(=O)(=O)CN,109.143,C2H7NO2S,(methylsulfonyl)methanamine,O=S(CN)(C)=O,"InChI=1S/C2H7NO2S/c1-6(4,5)2-3/h2-3H2,1H3",InChIKey=JYGWVCOFTZZSGS-UHFFFAOYSA-N
O=S(O)C(N)C,CC(N)S(=O)O,109.143,C2H7NO2S,1-aminoethane-1-sulfinic acid,O=S(O)C(N)C,"InChI=1S/C2H7NO2S/c1-2(3)6(4)5/h2H,3H2,1H3,(H,4,5)",InChIKey=QDTLBJBCSDJSCT-UHFFFAOYSA-N
O=S(CCN)O,NCCS(=O)O,109.143,C2H7NO2S,2-aminoethane-1-sulfinic acid,O=S(CCN)O,"InChI=1S/C2H7NO2S/c3-1-2-6(4)5/h1-3H2,(H,4,5)",InChIKey=VVIUBCNYACGLLV-UHFFFAOYSA-N
O=S(O)N(C)C,CN(C)S(=O)O,109.143,C2H7NO2S,dimethylsulfuramidous acid,O=S(O)N(C)C,"InChI=1S/C2H7NO2S/c1-3(2)6(4)5/h1-2H3,(H,4,5)",InChIKey=SUZDSKMNCIZSIW-UHFFFAOYSA-N
O=S(N)(CC)=O,CCS(N)(=O)=O,109.143,C2H7NO2S,ethanesulfonamide,O=S(N)(CC)=O,"InChI=1S/C2H7NO2S/c1-2-6(3,4)5/h2H2,1H3,(H2,3,4,5)",InChIKey=ZCRZCMUDOWDGOB-UHFFFAOYSA-N
O=S(NC)(C)=O,CNS(C)(=O)=O,109.143,C2H7NO2S,N-methylmethanesulfonamide,O=S(NC)(C)=O,"InChI=1S/C2H7NO2S/c1-3-6(2,4)5/h3H,1-2H3",InChIKey=UHNHTTIUNATJKL-UHFFFAOYSA-N
NC(Cl)(F)(C=C),C=CC(N)(F)Cl,109.528,C3H5ClFN,1-chloro-1-fluoroprop-2-en-1-amine,NC(Cl)(F)(C=C),"InChI=1S/C3H5ClFN/c1-2-3(4,5)6/h2H,1,6H2",InChIKey=VVSMAZKFMJCGQB-UHFFFAOYSA-N
NC(Cl)(C1)(C1F),NC1(Cl)CC1F,109.528,C3H5ClFN,1-chloro-2-fluorocyclopropan-1-amine,NC(Cl)(C1)(C1F),"InChI=1S/C3H5ClFN/c4-3(6)1-2(3)5/h2H,1,6H2",InChIKey=GRFALENNZSMEIJ-UHFFFAOYSA-N
NC(Cl)(C(F)=C),C=C(F)C(N)Cl,109.528,C3H5ClFN,1-chloro-2-fluoroprop-2-en-1-amine,NC(Cl)(C(F)=C),"InChI=1S/C3H5ClFN/c1-2(5)3(4)6/h3H,1,6H2",InChIKey=MOSGZVAIOZZOBI-UHFFFAOYSA-N
NC(Cl)(C=CF),NC(Cl)C=CF,109.528,C3H5ClFN,1-chloro-3-fluoroprop-2-en-1-amine,NC(Cl)(C=CF),"InChI=1S/C3H5ClFN/c4-3(6)1-2-5/h1-3H,6H2",InChIKey=HOKYHKALVWDEQX-UHFFFAOYSA-N
ClC(F)C1CN1,FC(Cl)C1CN1,109.528,C3H5ClFN,2-(chlorofluoromethyl)aziridine,ClC(F)C1CN1,"InChI=1S/C3H5ClFN/c4-3(5)2-1-6-2/h2-3,6H,1H2",InChIKey=FXCYHSHJRATUJE-UHFFFAOYSA-N
FC1(CCl)CN1,FC1(CCl)CN1,109.528,C3H5ClFN,2-(chloromethyl)-2-fluoroaziridine,FC1(CCl)CN1,"InChI=1S/C3H5ClFN/c4-1-3(5)2-6-3/h6H,1-2H2",InChIKey=CKUAAAVYYDRRBA-UHFFFAOYSA-N
FC1C(CCl)N1,FC1NC1CCl,109.528,C3H5ClFN,2-(chloromethyl)-3-fluoroaziridine,FC1C(CCl)N1,"InChI=1S/C3H5ClFN/c4-1-2-3(5)6-2/h2-3,6H,1H2",InChIKey=MSJMPQOPSHUPTP-UHFFFAOYSA-N
NC(F)(C1)(C1Cl),NC1(F)CC1Cl,109.528,C3H5ClFN,2-chloro-1-fluorocyclopropan-1-amine,NC(F)(C1)(C1Cl),"InChI=1S/C3H5ClFN/c4-2-1-3(2,5)6/h2H,1,6H2",InChIKey=HDLYSZGTFWWKDX-UHFFFAOYSA-N
NC(F)(C(Cl)=C),C=C(Cl)C(N)F,109.528,C3H5ClFN,2-chloro-1-fluoroprop-2-en-1-amine,NC(F)(C(Cl)=C),"InChI=1S/C3H5ClFN/c1-2(4)3(5)6/h3H,1,6H2",InChIKey=HOEDJAQZQDGJPL-UHFFFAOYSA-N
ClC1(CF)CN1,FCC1(Cl)CN1,109.528,C3H5ClFN,2-chloro-2-(fluoromethyl)aziridine,ClC1(CF)CN1,"InChI=1S/C3H5ClFN/c4-3(1-5)2-6-3/h6H,1-2H2",InChIKey=CALBIHUAPXTAII-UHFFFAOYSA-N
ClC1(F)C(C)N1,CC1NC1(F)Cl,109.528,C3H5ClFN,2-chloro-2-fluoro-3-methylaziridine,ClC1(F)C(C)N1,"InChI=1S/C3H5ClFN/c1-2-3(4,5)6-2/h2,6H,1H3",InChIKey=GWMBHPPBYVPYGP-UHFFFAOYSA-N
ClC1(F)NCC1,FC1(Cl)CCN1,109.528,C3H5ClFN,2-chloro-2-fluoroazetidine,ClC1(F)NCC1,"InChI=1S/C3H5ClFN/c4-3(5)1-2-6-3/h6H,1-2H2",InChIKey=MQGLGPOGGGOMTH-UHFFFAOYSA-N
NC(C1)(C1(Cl)F),NC1CC1(F)Cl,109.528,C3H5ClFN,2-chloro-2-fluorocyclopropan-1-amine,NC(C1)(C1(Cl)F),"InChI=1S/C3H5ClFN/c4-3(5)1-2(3)6/h2H,1,6H2",InChIKey=PBECTXZCMGODTN-UHFFFAOYSA-N
ClC1C(CF)N1,FCC1NC1Cl,109.528,C3H5ClFN,2-chloro-3-(fluoromethyl)aziridine,ClC1C(CF)N1,"InChI=1S/C3H5ClFN/c4-3-2(1-5)6-3/h2-3,6H,1H2",InChIKey=BFCHECGGDGTPEK-UHFFFAOYSA-N
FC1C(Cl)(C)N1,CC1(Cl)NC1F,109.528,C3H5ClFN,2-chloro-3-fluoro-2-methylaziridine,FC1C(Cl)(C)N1,"InChI=1S/C3H5ClFN/c1-3(4)2(5)6-3/h2,6H,1H3",InChIKey=LDAMNISQSXRCQM-UHFFFAOYSA-N
ClC1NCC1F,FC1CNC1Cl,109.528,C3H5ClFN,2-chloro-3-fluoroazetidine,ClC1NCC1F,"InChI=1S/C3H5ClFN/c4-3-2(5)1-6-3/h2-3,6H,1H2",InChIKey=NTCWTADFUOHNFE-UHFFFAOYSA-N
NC(C1Cl)(C1F),NC1C(F)C1Cl,109.528,C3H5ClFN,2-chloro-3-fluorocyclopropan-1-amine,NC(C1Cl)(C1F),"InChI=1S/C3H5ClFN/c4-1-2(5)3(1)6/h1-3H,6H2",InChIKey=NIRIHTZLEFIKAN-UHFFFAOYSA-N
NC(C(Cl)=CF),NCC(Cl)=CF,109.528,C3H5ClFN,2-chloro-3-fluoroprop-2-en-1-amine,NC(C(Cl)=CF),"InChI=1S/C3H5ClFN/c4-3(1-5)2-6/h1H,2,6H2",InChIKey=WYPBDOLOFQNGLV-UHFFFAOYSA-N
ClC1CC(F)N1,FC1CC(Cl)N1,109.528,C3H5ClFN,2-chloro-4-fluoroazetidine,ClC1CC(F)N1,"InChI=1S/C3H5ClFN/c4-2-1-3(5)6-2/h2-3,6H,1H2",InChIKey=WWUWUVOYIUJHJC-UHFFFAOYSA-N
NC(F)(C=CCl),NC(F)C=CCl,109.528,C3H5ClFN,3-chloro-1-fluoroprop-2-en-1-amine,NC(F)(C=CCl),"InChI=1S/C3H5ClFN/c4-2-1-3(5)6/h1-3H,6H2",InChIKey=ZMYCYDHDAHXCIU-UHFFFAOYSA-N
ClC1C(F)(C)N1,CC1(F)NC1Cl,109.528,C3H5ClFN,3-chloro-2-fluoro-2-methylaziridine,ClC1C(F)(C)N1,"InChI=1S/C3H5ClFN/c1-3(5)2(4)6-3/h2,6H,1H3",InChIKey=LKMOJWINBNYXJL-UHFFFAOYSA-N
FC1NCC1Cl,FC1NCC1Cl,109.528,C3H5ClFN,3-chloro-2-fluoroazetidine,FC1NCC1Cl,"InChI=1S/C3H5ClFN/c4-2-1-6-3(2)5/h2-3,6H,1H2",InChIKey=AFHJVEDIEJKKDX-UHFFFAOYSA-N
NC(C(F)=CCl),NCC(F)=CCl,109.528,C3H5ClFN,3-chloro-2-fluoroprop-2-en-1-amine,NC(C(F)=CCl),"InChI=1S/C3H5ClFN/c4-1-3(5)2-6/h1H,2,6H2",InChIKey=NRDXOPVWCQIFLD-UHFFFAOYSA-N
ClC1(F)CNC1,FC1(Cl)CNC1,109.528,C3H5ClFN,3-chloro-3-fluoroazetidine,ClC1(F)CNC1,"InChI=1S/C3H5ClFN/c4-3(5)1-6-2-3/h6H,1-2H2",InChIKey=NKUPMQJEPRHFDR-UHFFFAOYSA-N
NC(C=C(Cl)F),NCC=C(F)Cl,109.528,C3H5ClFN,3-chloro-3-fluoroprop-2-en-1-amine,NC(C=C(Cl)F),"InChI=1S/C3H5ClFN/c4-3(5)1-2-6/h1H,2,6H2",InChIKey=SYNAPOBQQNPJIB-UHFFFAOYSA-N
NCOC(C)Cl,CC(Cl)OCN,109.553,C3H8ClNO,(1-chloroethoxy)methanamine,NCOC(C)Cl,"InChI=1S/C3H8ClNO/c1-3(4)6-2-5/h3H,2,5H2,1H3",InChIKey=IERGALXOBZIVGW-UHFFFAOYSA-N
NCOCCCl,NCOCCCl,109.553,C3H8ClNO,(2-chloroethoxy)methanamine,NCOCCCl,"InChI=1S/C3H8ClNO/c4-1-2-6-3-5/h1-3,5H2",InChIKey=URVWTQZGXMRMBR-UHFFFAOYSA-N
NC(OCCl)C,CC(N)OCCl,109.553,C3H8ClNO,1-(chloromethoxy)ethan-1-amine,NC(OCCl)C,"InChI=1S/C3H8ClNO/c1-3(5)6-2-4/h3H,2,5H2,1H3",InChIKey=HURLYVXXCBMSEY-UHFFFAOYSA-N
CNCOCCl,CNCOCCl,109.553,C3H8ClNO,1-(chloromethoxy)-N-methylmethanamine,CNCOCCl,"InChI=1S/C3H8ClNO/c1-5-3-6-2-4/h5H,2-3H2,1H3",InChIKey=SLRSWMSKWYCPCL-UHFFFAOYSA-N
NC(Cl)C(O)(C),CC(O)C(N)Cl,109.553,C3H8ClNO,1-amino-1-chloropropan-2-ol,NC(Cl)C(O)(C),"InChI=1S/C3H8ClNO/c1-2(6)3(4)5/h2-3,6H,5H2,1H3",InChIKey=HVMIOLXPDYXXEZ-UHFFFAOYSA-N
NCC(Cl)(C)O,CC(O)(Cl)CN,109.553,C3H8ClNO,1-amino-2-chloropropan-2-ol,NCC(Cl)(C)O,"InChI=1S/C3H8ClNO/c1-3(4,6)2-5/h6H,2,5H2,1H3",InChIKey=BVOJRANVHNNKRJ-UHFFFAOYSA-N
NCC(O)(CCl),NCC(O)CCl,109.553,C3H8ClNO,1-amino-3-chloropropan-2-ol,NCC(O)(CCl),"InChI=1S/C3H8ClNO/c4-1-3(6)2-5/h3,6H,1-2,5H2",InChIKey=CYJBWQFWXJKKMS-UHFFFAOYSA-N
NC(C)(OC)Cl,COC(C)(N)Cl,109.553,C3H8ClNO,1-chloro-1-methoxyethan-1-amine,NC(C)(OC)Cl,"InChI=1S/C3H8ClNO/c1-3(4,5)6-2/h5H2,1-2H3",InChIKey=NXKCCRQMFLAZAS-UHFFFAOYSA-N
CNC(OC)Cl,CNC(Cl)OC,109.553,C3H8ClNO,1-chloro-1-methoxy-N-methylmethanamine,CNC(OC)Cl,"InChI=1S/C3H8ClNO/c1-5-3(4)6-2/h3,5H,1-2H3",InChIKey=FERREGMEVWIQDF-UHFFFAOYSA-N
CNCC(O)(Cl),CNCC(O)Cl,109.553,C3H8ClNO,1-chloro-2-(methylamino)ethan-1-ol,CNCC(O)(Cl),"InChI=1S/C3H8ClNO/c1-5-2-3(4)6/h3,5-6H,2H2,1H3",InChIKey=WEANSIPJLSYQNX-UHFFFAOYSA-N
NC(COC)Cl,COCC(N)Cl,109.553,C3H8ClNO,1-chloro-2-methoxyethan-1-amine,NC(COC)Cl,"InChI=1S/C3H8ClNO/c1-6-2-3(4)5/h3H,2,5H2,1H3",InChIKey=AUKHQJRUCIUOIV-UHFFFAOYSA-N
ClCNCOC,COCNCCl,109.553,C3H8ClNO,1-chloro-N-(methoxymethyl)methanamine,ClCNCOC,"InChI=1S/C3H8ClNO/c1-6-3-5-2-4/h5H,2-3H2,1H3",InChIKey=UNEOURAIVJOZHW-UHFFFAOYSA-N
C(Cl)NCC(O),OCCNCCl,109.553,C3H8ClNO,2-((chloromethyl)amino)ethan-1-ol,C(Cl)NCC(O),"InChI=1S/C3H8ClNO/c4-3-5-1-2-6/h5-6H,1-3H2",InChIKey=ITPMMMXWTRWEIM-UHFFFAOYSA-N
NCCOC(Cl),NCCOCCl,109.553,C3H8ClNO,2-(chloromethoxy)ethan-1-amine,NCCOC(Cl),"InChI=1S/C3H8ClNO/c4-3-6-2-1-5/h1-3,5H2",InChIKey=PYGILZMZLVGJBC-UHFFFAOYSA-N
NC(C)C(O)(Cl),CC(N)C(O)Cl,109.553,C3H8ClNO,2-amino-1-chloropropan-1-ol,NC(C)C(O)(Cl),"InChI=1S/C3H8ClNO/c1-2(5)3(4)6/h2-3,6H,5H2,1H3",InChIKey=CVZQXWOHPXJAEZ-UHFFFAOYSA-N
NC(Cl)(C)C(O),CC(N)(Cl)CO,109.553,C3H8ClNO,2-amino-2-chloropropan-1-ol,NC(Cl)(C)C(O),"InChI=1S/C3H8ClNO/c1-3(4,5)2-6/h6H,2,5H2,1H3",InChIKey=LQWAASYFSXVGRX-UHFFFAOYSA-N
NC(CCl)C(O),NC(CO)CCl,109.553,C3H8ClNO,2-amino-3-chloropropan-1-ol,NC(CCl)C(O),"InChI=1S/C3H8ClNO/c4-1-3(5)2-6/h3,6H,1-2,5H2",InChIKey=YNTAOEPAYSOYRR-UHFFFAOYSA-N
NC(OC)CCl,COC(N)CCl,109.553,C3H8ClNO,2-chloro-1-methoxyethan-1-amine,NC(OC)CCl,"InChI=1S/C3H8ClNO/c1-6-3(5)2-4/h3H,2,5H2,1H3",InChIKey=NKGBGTHIKMGMON-UHFFFAOYSA-N
CNC(Cl)C(O),CNC(Cl)CO,109.553,C3H8ClNO,2-chloro-2-(methylamino)ethan-1-ol,CNC(Cl)C(O),"InChI=1S/C3H8ClNO/c1-5-3(4)2-6/h3,5-6H,2H2,1H3",InChIKey=PKGPQAUHSDSACD-UHFFFAOYSA-N
NCC(OC)Cl,COC(Cl)CN,109.553,C3H8ClNO,2-chloro-2-methoxyethan-1-amine,NCC(OC)Cl,"InChI=1S/C3H8ClNO/c1-6-3(4)2-5/h3H,2,5H2,1H3",InChIKey=UOLGLFWGYYSHIA-UHFFFAOYSA-N
NCCC(O)(Cl),NCCC(O)Cl,109.553,C3H8ClNO,3-amino-1-chloropropan-1-ol,NCCC(O)(Cl),"InChI=1S/C3H8ClNO/c4-3(6)1-2-5/h3,6H,1-2,5H2",InChIKey=JESSXSHIONADDF-UHFFFAOYSA-N
NCC(Cl)C(O),NCC(Cl)CO,109.553,C3H8ClNO,3-amino-2-chloropropan-1-ol,NCC(Cl)C(O),"InChI=1S/C3H8ClNO/c4-3(1-5)2-6/h3,6H,1-2,5H2",InChIKey=ZLTRGJLBUGKEDQ-UHFFFAOYSA-N
NC(Cl)CC(O),NC(Cl)CCO,109.553,C3H8ClNO,3-amino-3-chloropropan-1-ol,NC(Cl)CC(O),"InChI=1S/C3H8ClNO/c4-3(5)1-2-6/h3,6H,1-2,5H2",InChIKey=NUJBUZAHMFBGBF-UHFFFAOYSA-N
NC(OCC)Cl,CCOC(N)Cl,109.553,C3H8ClNO,chloro(ethoxy)methanamine,NC(OCC)Cl,"InChI=1S/C3H8ClNO/c1-2-6-3(4)5/h3H,2,5H2,1H3",InChIKey=VIEFFIYMQIANOD-UHFFFAOYSA-N
CN(O)C(C)Cl,CC(Cl)N(C)O,109.553,C3H8ClNO,N-(1-chloroethyl)-N-methylhydroxylamine,CN(O)C(C)Cl,"InChI=1S/C3H8ClNO/c1-3(4)5(2)6/h3,6H,1-2H3",InChIKey=HZWURKZAMKWYMS-UHFFFAOYSA-N
ClC(C)NOC,CONC(C)Cl,109.553,C3H8ClNO,N-(1-chloroethyl)-O-methylhydroxylamine,ClC(C)NOC,"InChI=1S/C3H8ClNO/c1-3(4)5-6-2/h3,5H,1-2H3",InChIKey=ALLWMHCJQDBNMC-UHFFFAOYSA-N
ClC(CC)NO,CCC(Cl)NO,109.553,C3H8ClNO,N-(1-chloropropyl)hydroxylamine,ClC(CC)NO,"InChI=1S/C3H8ClNO/c1-2-3(4)5-6/h3,5-6H,2H2,1H3",InChIKey=KQZVZUUKPNVBAT-UHFFFAOYSA-N
ClCCN(O)C,CN(O)CCCl,109.553,C3H8ClNO,N-(2-chloroethyl)-N-methylhydroxylamine,ClCCN(O)C,"InChI=1S/C3H8ClNO/c1-5(6)3-2-4/h6H,2-3H2,1H3",InChIKey=SVNBAUZIBZZTSX-UHFFFAOYSA-N
ClCCNOC,CONCCCl,109.553,C3H8ClNO,N-(2-chloroethyl)-O-methylhydroxylamine,ClCCNOC,"InChI=1S/C3H8ClNO/c1-6-5-3-2-4/h5H,2-3H2,1H3",InChIKey=WLJSSQCPWXVWLX-UHFFFAOYSA-N
ClC(C)CNO,CC(Cl)CNO,109.553,C3H8ClNO,N-(2-chloropropyl)hydroxylamine,ClC(C)CNO,"InChI=1S/C3H8ClNO/c1-3(4)2-5-6/h3,5-6H,2H2,1H3",InChIKey=JOJIMXSDLOHMED-UHFFFAOYSA-N
CN(OC)CCl,CON(C)CCl,109.553,C3H8ClNO,"N-(chloromethyl)-N,O-dimethylhydroxylamine",CN(OC)CCl,"InChI=1S/C3H8ClNO/c1-5(3-4)6-2/h3H2,1-2H3",InChIKey=SBNYWHYERICXHW-UHFFFAOYSA-N
ClCN(O)CC,CCN(O)CCl,109.553,C3H8ClNO,N-(chloromethyl)-N-ethylhydroxylamine,ClCN(O)CC,"InChI=1S/C3H8ClNO/c1-2-5(6)3-4/h6H,2-3H2,1H3",InChIKey=KOHMRIMYCTXDAL-UHFFFAOYSA-N
ClCNOCC,CCONCCl,109.553,C3H8ClNO,N-(chloromethyl)-O-ethylhydroxylamine,ClCNOCC,"InChI=1S/C3H8ClNO/c1-2-6-5-3-4/h5H,2-3H2,1H3",InChIKey=MVGWQHARHMIIDI-UHFFFAOYSA-N
CNOC(C)Cl,CNOC(C)Cl,109.553,C3H8ClNO,O-(1-chloroethyl)-N-methylhydroxylamine,CNOC(C)Cl,"InChI=1S/C3H8ClNO/c1-3(4)6-5-2/h3,5H,1-2H3",InChIKey=BJGWRRWXGHLNNK-UHFFFAOYSA-N
